Hanan Runasimi,English,Ima simi,Español,Qusqu,Qosqo,Aymara
yachay wasi,school; college; university,s.,escuela; colegio; universidad; casa del saber; templo del saber,yachay wasi,yachay wasi,yatiña uta
yachaywasi kamachiq,school director,s.,director de escuela,,,yatiña uta irpiri
yachaywasiman riq,pupil; student,s.a.,escolar,,,
yachaywayllukuq,philosopher,s.,filósofo,yachaywayllukuq,yachaywayllukuq,
yachaywayllukuy,philosophy,s.,filosofía,yachaywayllukuy,yachaywayllukuy,
yachayyuyay,theory,s.(ass),teoría,,,
yachay ...-y ...-man; yachay [+inf +-man],to have the practice; to have the habit to,expr.,tener el hábito de,,,
yachiy,to train; to instruct; to qualify,v.tr.,instruir; cualificar,yachiy,yachiy,
yakapakuy,to mettle; to get in; to get into,v.intr.,entremeterse,,,
yakay,to put into,v.tr.,meter,,,
yaka-yaka,woodpecker,s.(zoo),pájaro carpintero; pájaro que vuela al ras del suelo,,,
yaki kikin,almost the same,pron.indef.,casi lo mismo,yaki kikin,yaki kikin,
yakta kamachiwaychu,Don't command me too much,expr.,No me mandes demasiado,yakta kamachiwaychu,yakta kamachiwaychu,
yaku,water; waters; any liquid,s.,agua; aguada; aguas; manantial; agual; cualquier líquido,..unu,..unu,uma
yaku,river,s.(geo),río,,,
yaku allpa,amphibians,s.(zoo)(neo),anfibios,,,
yaku astaq,who brings water,s.a.,acarreador de agua,,,
yakucha,"very watery; containing much liquid (also refers to watery tuber plants, as natural property as well as deterioration)",adj.,"muy aguado, que tiene mucho líquido (también se refiere a tubérculos acuosos, ya por su naturaleza (yacón) o por malograrse)",,,
yakuchaqrusqa,diluted,p.p.p.,diluido,,,
yakuchi,celebration of baptism,s.,fiesta de bautizo,,,
yakuchiy,to water; to give to drink,v.tr.,abrevar,,,
yaku glubu,bend with water,s.(p.esp),globo de agua; bomba de agua,,,
yaku hampiq ch'uyayachiq yachuchiq,chlorination of water,s.(neo),cloración del agua,,,
yaku hina kuyuq kallpay,to flow; to stream,v.mov.,fluir,,,
yaku hutk'u,well,s.,pozo,,,
yaku illay,dehydration; drought,s.,deshidratación; sequía,,,
yaku islampu,blister,s.,ampolla; vejiga,,,
yaku ispa,urine,s.,orina,,,
yaku ispay,urine; piss,s.,orina,,,
yaku ispay,to urinate,v.intr.,orinar; orinar; mear,,,
yaku kachiq,"kind of tree of the jungle (main use: medicinal, food, animal food)",s.(bot),"yacu cachic; especie de árbol de la selva (uso principal: medicina, alimento humano, alimento de animales)",,,
yaku kamay,hydrography,s.(neo),hidrografía,,,
yaku karru,boat; ship,s.,bote; barca; barco,,,
yakukuna suyuyasqa,water pollution,s.(geo),contaminación del agua,,,
yaku lubu,giant river otter,s.(zoo),lobo de río,,,
yakulla,water place,s.,aguada,,,
Yakumama,Snake (Andean constellation),s.(ast),constelación andina de la Serpiente,,,
yakumama,"deity of the river; mother of the river; spirit mother of the water in form of a mythical huge anaconda thought to live at the bottom of lakes and rivers, counterpart - in water - of what the Sachamama is on earth",s.(mit),"deidad; madre del río; madre espiritual del río en forma de una anaconda gigante al fondo del agua, contraparte de la sachamama",yakumama,yakumama,
yakumama,anaconda,s.(zoo),anaconda; yacumama; boa negra; boa gigante (anaconda),,,
yakuman rikch'aq,fluid,adj.,fluido,,,
yaku manya,shore; beach,s.,orilla; playa,,,
yaku muyuy,water cycle,s.,ciclo del agua,,,uma sarmuyu
yakun,giant armadillo,s.(zoo),armadillo gigante; yacun armadillo,,,
yakunayaq,thirsty,s.a.,sediento,,,
yakunayasqa,thirsty,p.p.p.,sediento,,,
yakunayawachkanmi,I am thirsty,expr.,tengo sed,yakunayawachkanmi,yakunayawachkanmi,
yakunayay,thirst,s.,sed,yakunayay,yakunayay,
yakunayay,to be thirsty; to thirst,v.pron.,tener sed; tener deseos de agua; estar sediento,yakunayay,yakunayay,
yaku ñan,canal; ditch,s.,canal; acequia,,,
yaku ñanta allichiy,to canalize; to dig ditches,v.tr.,canalizar,,,
yakupa,laze cord behind the lease stick,s.(tex),cordón del palito tras el separador del telar usado para controlar el orden y la tensión de la urdimbre,,,
yaku papa,wet potato,s.(bot),papa mojada,,,
yakupata,bank (of a river); shore,s.,margen de río; orilla,,,
yakupi kawsaq,aquatic,adj.,acuático,,,
yakupi pampa(ri)y,to sink; to submerge; to dive,v.mov.,sumergir; hundir,,,
yakupi tiyaq,aquatic,adj.,acuático,,,
yakupi wiñaq,aquatic,adj.,acuático,,,
yakupi yaykuspa chinkariy,to dive,v.mov.,zambullir,,,
yaku puma,giant river otter; kind of otter,s.(zoo),lobo de río; yacu puma; especie de marta,,,
yaku phaqchay,waterfall,s.,salto de agua,,,
yakuqiru,kind of tree,s.(bot),especie de árbol,,,
yakuqrusqa,watered,p.p.p.,aguado,,,
yaku qusñi,steam,s.,vapor,,,
yaku q'uñi,breakfast,s.,desayuno,,,
yaku q'uñita upyay,to have breakfast,v.intr.,desayunar,,,
yaku rarqa,irrigation ditch,s.,canal de riego,,,
yaku runa,bad mythical man living in the rivers,s.(mit),hombre mal mítico que vive en los ríos,,,
yaku sunqu,liver,s.(ana),hígado,,,
yaku suysuy,decanting of water,s.,decantación de agua,,,
yakuta apamuy,bring water,expr.,trae agua,yakuta apamuy,yakuta apamuy,
yakuta lluqsinapaq allasqa hatun hutk'u,well,s.,pozo,,,
yakuta rumiyachiy,to freeze,v.tr.,congelar,,,
yakuta tanqay,to pump,v.tr.,bombear,,,
yakuta wisiy,to draw water,expr.,sacar agua,,,
yaku tisay,hoar-frost,s.,escarcha,,,
yaku tukuta,kind of medicinal plant of the Ecuadorian jungle,s.(bot),yacu tucuta; especie de planta medicinal de la selva ecuatoriana,,,
yaku upyana sila,pitcher; jar,s.,jarro,,,
yakuwan chapuy,to water; to mix with water,v.tr.,aguar,,,
yaku wisina,bucket,s.,balde; cubo,,,
yakuy,to drink,v.tr.,"tomar, beber",,,
yakuyachiq,solvent; dissolvent,s.,disolvente,,,
yakuyachiy,to melt; to liquefy,v.tr.,aguar; licuar; derretir; liquidar; deshelar; volverlo aguanoso; diluir; disolver; pasar por agua huevos u otros alimentos,,,
yakuyakuri,gulf,s.(geo),golfo,,,
yakuyasqa,liquid,s.,líquido,,,
yakuyay,to melt; to liquefy,v.intr.,aguarse; licuarse; derretirse; volverse agua; volverse chirle o insípido; fundirse; diluirse,,,jawitatawi
yakuychay,to trickle into something (water),v.tr.,rezumar (agua),,,
yakyay,to establish,v.tr.,establecer,yakyay,yakyay,
yallachay,to blacken with soot,v.tr.,tiznar,,,
yalli,more,adj.(1),más; demás; excedente; demasiado,,,
yalli,expensive,adj.(2),caro (precio),,,
yalli,very,adv.m.,muy,,,
yalli,more than,postpos.,más de,,,
"yalli, yalli!","hurry, hurry!",expr.,"¡rápido, rápido!",,,
yalli alli,"negative or harmful paju producing damages to persons like premature growing old, hair falling out, getting grey (there are two harmful pajus: yurak paju and lluchu paju)",s.(spi),"paju negativo o dañino que producen daños a las personas como el envejecimiento prematuro, a través de la caida del cabello, el encanecimiento -existen dos pajus dañiños como el ruyac paju y el lluchu paju",,,
yallichawpiyaq,fashion,s.(neo),moda,,,
yallichiq,translator,s.a.,traductor,,,
yallichiy,to increase,v.tr.(1),aumentar,,,
yallichiy,to translate,v.tr.(2),traducir,,,
yalliluchayaq,proportion (geometric or direct),s.(mat),proporción geométrica o directa,,,
yallimana,excessively,adv.m.,con exceso; demasiado,,,
yallimanta kuyay,to adore,v.tr.,adorar,,,
yallimanya,long leg of right triangle,s.(mat),cateto mayor,,,
yallimikuq,who eats too much,s.a.,que come demasiado,,,
yallin,rest,s.pr.,resíduo; demasía; exceso; sobrante; residuo,,,
yallinakuy,competition; fight,s.,competición; concurso; lucha,,,atipasiwi
yallinakuy,to compete,v.recip.,competir,,,
yallinraq,rather,adv.m.,más bien,yallinraq,yallinraq,
yalli pacha,past,s.,pasado,,,
yalli paqtachiq,direct object,s.(gra),complemento directo,,,
yalli qullqi apaq,expensive,adj.,caro,,,
yallispa pacha,gerund (in Quechua: -spa/-shpa),s.(gra),gerundio (en quechua: -spa/-shpa),,,
yallisqa,greater than,postpos.(mat),mayor que,,,
yallisqa,past,s.,pasado,,,waruru; nayra
yallisqa pacha,past,s.,pasado; tiempo pasado,,,nayra pacha
yallisqa pacha,past participle (in Quechua: -sqa/-shqa/-shka); remote past tense (in Quechua: -sqa-/-shqa-/-shka-),s.(gra),participio pasado (en quechua: -sqa/-shqa/-shka); tiempo remoto (en quechua: -sqa-/-shqa-/-shka-),,,
yallisqa pachamanta willay,history,s.(neo),historia,,,
yalliy,to pass (physically); to overtake someone; to pass; to excede; to overcome; to win,v.tr.,pasar; exceder; sobrepasar; vencer; ganar; superar; aventajar; triunfar,yalliy,yalliy,yalliña
yalliyaq p'aki yupay,improper fraction,s.(mat),fracción impropia,,,
yalluy,to parboil,v.tr.,sancochar,,,
yamay,even,adv.m.,proporcionado,,,
yami,trumpeter bird; grey-winged trumpeter,s.(zoo),yami; ave trompeta,,,
yami p'anqa,kind of medicinal plant of the Ecuadorian jungle,s.(bot),yami panga; especie de planta medicinal de la selva ecuatoriana,,,
yamki,exchange,s.,canje; trueque,,,
yamkichiq,agent,s.(che),agente,,,
yamkiku,permutation,s.,permutación,,,
yamkikuy,to change; to exchange,v.tr.,trocar,,,
yamkinachiq,modifying agent,s.(che),agente modificador,,,
yamkiy,permutation; change,s.,permutación; cambio,,,
yamkiy,to change; to exchange; to permute,v.tr.,cambiar; canjear; permutar; modificar; trocar,,,
yana,black; black or blue,adj.(col),negro; obscuro,yana,yana,ch'iyara; ch'ara; ch'ära
yana,girl-friend; boy-friend; partner; belonging counterpart,s.,negra; negro; amante; amada; amado; parte perteneciente; enamorada o pareja del hombre,yana,yana,ch'iyara
yana,kind of bee,s.(zoo),una variedad de abeja,,,
yana allpa,black soil; black earth used for dye,s.(geo),tierra negra; suelos negros de bosque o en suelos de isla; tierra negra usada para teñir,,,
yana amaru,black boa; kind of boa (giant serpent) of the jungle,s.(zoo),boa negra; especie de boa (serpiente gigante) de la selva,,,
yana aqcha,black hair,s.,cabello negro,,,
yana ayawaska,kind of medicinal plant of the jungle,s.(bot),ayahuasca negra; especie de planta medicinal de la selva,,,
yanachakuy,the andean ritual for joining together two different energy bubbles,s.(spi),ritual andino para juntar dos burbujas de energía diferentes,yanachakuy,yanachakuy,
yanachay,to blacken; to stain; to spot,v.tr.,ennegrecer; manchar; pintar de negro,yanachay,yanachay,
yana chini,kind of shrub of the jungle (main use: medicinal),s.(bot),yana chini; especie de arbusto de la selva (uso principal: medicina),,,
yana chhaka,black leaf cutter ant (attacking fruit trees),s.(zoo),hormiga cortadora negra (atacando frutales),,,
yana ch'illu,black,adj.(col),negro; negro tinto; prieto; color oscuro,yana ch'illu,yana ch'illu,
yana ch'uspi,"black fly - i.e. aphids, associated with ants, cause leaf curl in peach trees",s.(zoo),"mosca negra - áfidos, asociados con hormigas, causando encrespamiento de hoja",,,
yana imilla,type of potato,s.(bot),clase de papa,,,
yana iwichik,kind of shrub of the jungle (main use: medicinal),s.(bot),yana ihuitzic; especie de arbusto de la selva (uso principal: medicina),,,
yana kisa,nettle of blackish colour,s.(bot),ortiga de color negruzco,yana kisa,yana kisa,
yanakuna,serves; slaves; people forced to compulsory service for the landlord; home servants; the blacks,s.,yanaconas; esclavos; oprimidos; los negros; esclavos dentro el coloniaje; criados,yanakuna,yanakuna,
yanakuq,slave; servant,s.,siervo; esclavo; sirviente,yanakuq,yanakuq,
yanakuy,to serve,v.intr.,servir,yanakuy,yanakuy,
yana lagartu,black caiman; giant caiman; kind of alligator (caiman) of the Amazon,s.(zoo),lagarto negro; lagarto grande; especie de caimán de la Amazonía,,,
yana laqatu,black grub,s.(zoo),cresa negra; gusano negro,,,
yanali,"kind of tree; plant, leaves and grains used in yellow dye",s.(bot),especie de árbol; yanali; planta cuyas hojas y granos se usan para teñir de amarillo,yanali,yanali,
yanalku,blackish,adj.,negruzco,,,
yanalla,blackish,adj.,negruzco; prieto,,,
yanalla,blackening,adv.,ennegreciendo,,,
yana llachu,kind of water plant,s.(bot),especie de planta acuática,yana llachu,yana llachu,
yanamanka,black pot; soot; blackness (of a pot),s.,olla negra; tizna; hollín; olla negra; hollin; olla de color negro; oscuridad completa,yanamanka,yanamanka,
yana maqana p'anqa,kind of shrub of the jungle (main use: roof),s.(bot),yana macana panga; especie de arbusto de la selva (uso principal: techo),,,
yana muqu,"kind of tree, medicinal plant of the Ecuadorian jungle",s.(bot)(1),"yanamuco; nina curu paju panga; especie de árbol, planta medicinal de la selva ecuatoriana; especie de árbol de todo terreno. Masticando sus hojas tiernas, se tiñen de negro los dientes por unos dias. Al desaparecer este color, queda la dentadura completamente limpia y blanca. No ataca al esmalte y ayuda a conseverlo",,,
yana muqu,"kind of jungle tree, 11-16 m high",s.(bot)(2),especie de árbol de la selva de altura de 11 a 16 m (estrato del subdosel),,,
yananara,currant; kind of shrub,s.(bot),grosella; yananara; especie de arbusto,,,
yananchaku,union,s.,unión,,,
yananchakuy,to have a partner; to marry; to come together in marriage; to drink the second glass of alcohol,v.intr.,tener pareja; casarse; unirse en matrimonio; reunirse en matrimonio; beber su segundo vaso de vino,yananchakuy,yananchakuy,jaqichasiña; panichasiña
yananchanakuy,to meet,v.recip.,reunirse,,,
yananchay,sexuality,s.,sexualidad,,,chuyma chinu
yanantin,"pair; pair of different persons or things; harmonious relationship between two different things; what we usually conceive as opposites the Inkas conceive as complements, i. e., male and female, light and dark, right and left",s.,pareja; pareja de personas o cosas diferentes; alianzas entre energías opuestas; alianzas entre diferentes; harmonía entre cosas diferentes,yanantin,yanantin,
"yanantin, masintin, tawantin",the relations of totality,s.(spi),el juego de las relaciones de la totalidad,"yanantin, masintin, tawantin","yanantin, masintin, tawantin",
yanantiy,to earth up (plants),v.tr.(agr),aporcar,,,
Yanañamqa,deity (wak'a) in the tales of Waruchiri; (Span.) Yanañamca,s.(mit),deidad (huaca) de los cuentos de Huarochirí; (esp.) Yanañamca,,,
yana ñawi,black eyes,s.,ojos negros,yana ñawi,yana ñawi,
yanapa,help,s.,ayuda; patrocinio,yanapa,yanapa,yanapa
yanapakuq,helper,s.a.,ayudante; asistente,yanapakuq,yanapakuq,yanapiri
yanapakuy,to help oneself,v.intr.,ayudarse,,,
yana pampa,anything black,expr.,todo cubierto de negro; amoratado,,,
yanapana,hint; tip; indication,s.(1),indicación; buen consejo,,,
yanapana,charity; reciprocity; favor; favour; refuge; service,s.(2),caridad; reciprocidad; favor; refugio; amparo; servicio,,,
yanapanaku,mutual help,s.,ayuda mútua; cooperativa,,,
yanapanakuy,to help each other,v.recip.,ayudarse mutuamente; ayudar uno a otro; ayudarse mútuamente; auxiliarse; socorrerse; ayudarse,,,
yanapankichik,you will help,expr.,ayudaráis,,,
yanapapuy,to favour; to favor,v.tr.,favorecer; ayudar,,,khuyaña; yanapaña; arxataña
yanapaq,minister,s.(pol),ministro,,,kamani; ministril
yanapaq,helper; aide; assistant,s.a.,ayudante; el que ayuda; el que presta ayuda; patrocinador,yanapaq,yanapaq,
yanapaq akllay,selection and visualisation of one's three personal allies,s.(spi),selección y visualización de sus tres aliados personales,yanapaq akllay,yanapaq akllay,
yanapaq huñunakuy,meeting of allies,s.(spi),reunión de aliados,yanapaq huñunakuy,yanapaq huñunakuy,
yanapaqi,helper; protector,s.,el que ayuda; protector; socorro; amparo; auxilio; auxiliador; colaborador; patrocinador,yanapaqi,yanapaqe,
yanapaqkuna,allies,s.,aliados,yanapaqkuna,yanapaqkuna,
yanapaq p'anqa,module,s.,módulo,,,yanapiri panka
yanapaq wasi,institution; development agency,s.(neo),institución; agencia de desarrollo,,,
yanapaq wasikuna,institutions; public institutions,s.(neo),instituciones; instituciones públicas,,,
yanapay,help; care; protection; volunteer help,s.,ayuda; auxilio; socorro; favor; apoyo; protección,yanapay,yanapay,
yanapay,to help; to cooperate; to collaborate; to care for,v.tr.,ayudar; colaborar; auxiliar; cooperar; servir; apoyar; socorrer; cooperar; trabajar con otros a sus órdenes; proteger; patrocinar; prestar servicios,yanapay,yanapay,yanapaña
yanapayay,solidarity,s.,solidadaridad,,,
yanapayay,to show one's solidarity,v.tr.,solidarizar,,,
yanapaynin,profit; benefit; usefulness,s.pr.,utilidad,,,wakiskiri; yäni apnaqawi
yanapaysikuy,commensalism,s.(bio),comensalismo,,,
yanapaysiy,support,s.,apoyo,,,yanapa; chillpi
yana pichin,black (or red) tangara; kind of bird,s.(zoo),tangara negra (o roja); especie de ave frugívora de la selva ecuatoriana,,,
yana piraña,piranha (black); kind of fish,s.(zoo)(p.tupi),piraña negra; especie de pez,,,
yana puma,yagouaroundi; jaguarundi; kind of wild cat,s.(zoo),yaguarundi; yanapuma; jaguarundí; especie de gato salvaje,,,
yana puqu,kind of shrub with nut-like fruits,s.(bot),una variedad de arbusto con frutos en forma de nuez; duraznillo morado,,,
yanaq,servant; slave; companion; servant; slave,s.a.,sirviente; criado; criada; esclavo; esclava,yanaq,yanaq,
Yanaqaqa,a rock in the Department of Lima (Peru); (Span.) Yanacaca,s.(top),una peña en el departamento de Lima (Perú); (esp.) Yanacaca,,,
yanaqay,to accompany,v.tr.,acompañar,,,
yanaqi,friend,s.,amigo; compañero,,,
Yanaqucha,lake in Ecuador (province of Imbabura); (Span.) Yanacucha (<black lake),s.(top)(1),lago en Ecuador (provincia de Imbabura); (esp.) Yanacucha (<laguna negra),,,
Yanaqucha,"lake in Peru (province of Cajamarca), biggest gold mine of the American continent; (Span.) Yanacocha (<black lake)",s.(top)(2),"lago en Peru (provincia de Cajamarca), mina de oro más grande del continente americano; (esp.) Yanacocha (<laguna negra)",,,
yanaquri,petroleum,s.(ass),petróleo,,,qhuyala lluxllu; ch'iyara quri
yana rirpu,sunglasses,s.,gafas de sol,,,
yanariy,essay,s.,ensayo,,,yant'a
yana runa,black people,s.,negros; persona negra,yana runa,yana runa,
yana runakunap hayñin,black people's rights,s.,derechos de los pueblos negros,,,
yanasa,friend,s.,amiga; amigo; compañera; amiga íntima; amiga de la mujer; amiga del varón; amiga (amante),yanasa,yanasa,
yana saqra,black magic,s.,magia negra,,,
yana sara,black maize; black corn,s.(bot),maíz negro,,,
yanasqa,accompanied,p.p.p.,acompañado,yanasqa,yanasqa,
yanasu,friend,s.,amigo,,,
yanasul,dark blue,adj.(col)(p.esp),azul oscuro,,,
yana sunqu,liver; kidney,s.(ana),corazón negro; hígado; riñón,,,
yana sunqu puka muru tukuspa unquy,cirrhosis,s.(med),cirrosis del hígado,,,
